#Max
1 1500 0.00000288265 0.0000000217254
1 15000 0.00000255800 0.0000000217991
1 22500 0.00000254780 0.0000000219574
1 90000 0.00000253592 0.0000000221111
1 250000 0.00000253149 0.0000000221259
1 100000 0.00000253131 0.000000022488
1 150000 0.00000253064 0.0000000224458
#
#Min
2 1500 0.00000226036 0.0000000168239
2 15000 0.00000249378 0.0000000212339
2 22500 0.00000250366 0.0000000215647
2 90000 0.00000251386 0.0000000219125
2 250000 0.00000251826 0.0000000220064
2 100000 0.00000251932 0.0000000223783
2 150000 0.00000252063 0.0000000223543
